newid,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
6599,26,190098046,171466454,33.41769353,28.33219489
6600,19,149929015,136278558,32.98857296,25.15195839
6601,17,122570176,112824664,33.5292013,24.21298128
6602,19,117981431,110391133,34.66521791,25.74050959
6603,25,139252612,131926796,35.70232942,29.17362038
6604,34,181557628,172854552,36.31858409,33.61435225
6605,43,234518946,223264657,36.91260542,38.34528205
6606,52,286393484,272046642,38.17140799,42.98190654
6607,59,327665069,310437856,40.30243764,47.26359025
6608,64,352529828,333327352,42.71391575,50.79830304
6609,67,358885984,338980137,44.44063099,53.05367299
6610,68,348342001,328891274,44.92147485,53.64971099
6611,66,326332160,307953415,44.46117192,52.72059274
6612,63,301088526,283587029,43.99168948,50.99168747
6613,59,281207247,263446525,44.35411005,49.45150802
6614,57,273213357,253168874,45.74569604,48.88720206
6615,56,280227172,255453141,47.7696692,49.62736869
6616,58,301376550,270059745,49.88669327,51.5394741
6617,62,331495318,293774057,51.74559951,54.12179835
6618,65,361747294,320449186,53.18587539,56.64170648
6619,68,381975335,342053831,54.13301187,58.38249045
6620,69,384362911,351148454,54.60308697,58.93032685
6621,67,366845339,344016790,54.7506136,58.30531299
6622,64,334495414,322747468,54.80007183,56.86601404
6623,61,297855368,294719679,54.87595529,55.12644395
6624,57,268827880,269547192,54.9070782,53.64092021
6625,56,256330111,255350513,54.74233241,52.96262035
6626,58,263797804,256314356,54.42951617,53.58123727
6627,62,288889022,271963817,54.42595311,55.78463829
6628,69,324542945,297583647,55.49070704,59.49096759
6629,76,360932450,325561348,58.2197568,64.14850915
6630,82,388351489,347761194,62.47705976,68.76412613
6631,84,400443823,358369583,67.12160315,72.0807861
6632,83,396322700,355922168,70.34490602,72.94783123
6633,78,380424036,343488502,70.59447572,70.86991198
6634,72,360099053,326890008,67.54161218,66.44037105
6635,66,341888128,311577476,62.29756065,61.16624154
6636,62,328078284,299525702,56.59842924,56.57089889
6637,60,315759250,288260456,51.66181454,53.23169574
6638,58,299820191,273465174,47.7740048,50.64941824
6639,56,278179293,253638502,44.87022981,48.08648985
6640,52,254799520,232711977,43.29704314,45.53302051
6641,48,237706486,218106473,43.84073076,43.88247037
6642,46,234053637,216190547,47.02260462,44.25168891
6643,46,246548644,229151525,52.45435374,47.1368952
6644,50,273051617,254865402,58.8572933,52.03422004
6645,56,307874520,288227315,64.60305188,57.61644918
6646,62,343094401,322244552,68.28692305,62.2409155
6647,66,369980962,349043803,69.08161146,64.56029557
6648,67,381387371,361836158,66.87113844,63.9991984
6649,65,374862723,357851286,62.17483222,60.85263296
6650,61,354723337,340566262,55.91320479,55.99476482
6651,56,330982191,318994448,49.18315948,50.48398171
6652,52,314621173,303351059,43.11240965,45.30530398
6653,47,311461989,299275119,38.6434168,41.20430635
6654,44,318643112,304507494,36.18228679,38.51469371
6655,42,326522187,310623810,35.3857316,37.09845902
6656,41,325145742,308878625,35.41124896,36.56897088
6657,41,310875823,296084098,35.55098615,36.69229441
6658,43,288124148,276052755,35.7451831,37.59022917
6659,46,264639280,255332989,36.48246509,39.45839206
6660,50,244540780,237105865,38.09720297,41.9855349
6661,52,226061340,219525969,40.10235586,44.11828991
6662,52,206654234,200706176,41.31837308,44.66287038
6663,50,190091906,185116456,40.85520303,43.36611561
6664,48,187273287,183725169,39.07257433,41.42863661
6665,48,208515621,206203882,37.52701497,40.79183183
6666,52,253744457,251641943,37.8353519,42.70592452
6667,58,309203690,305941562,40.40347357,46.75872681
6668,63,353506577,348193728,44.071638,51.06519591
6669,65,368348999,361149231,46.89706702,53.33221788
6670,62,346676186,338765843,47.37662318,52.0027543
6671,53,294433254,287372533,45.19492951,46.8822502
6672,41,226949853,221857226,41.12593033,39.11929771
6673,28,163210966,160213095,36.41642898,30.72758729
6674,17,120360709,118574277,32.22061587,23.91362315
6675,13,109313425,107281000,29.38918521,20.43873847
6676,15,132007593,128289477,28.54596905,21.18771279
6677,24,180951415,174583714,30.18111873,26.01363687
6678,36,241251801,231952180,34.48246947,33.78956537
6679,48,294696743,282853325,40.88185746,42.58173302
6680,57,325221979,311723641,47.74161528,50.01657474
6681,60,324513284,310451532,52.75386039,53.96715908
6682,58,295257110,281581451,54.0841547,53.40470358
6683,51,249493206,236781524,51.49827459,48.91069361
6684,42,202289910,190745010,46.54766646,42.40509496
6685,34,164629945,154240097,41.61442668,36.1786377
6686,28,140037918,130719129,38.52796999,31.83924927
6687,24,126165735,117745960,37.69036232,29.7871247
6688,23,118679037,110746372,38.11660015,29.37031495
6689,23,114061812,105869817,38.19094653,29.47221128
6690,24,110310676,100978967,36.70101677,29.22244219
6691,26,106684856,95741427,33.63923612,28.53644214
6692,28,103516670,91476457,30.24928132,28.12742228
6693,32,101875140,90348712,28.17511141,28.85848199
6694,36,102865217,93910680,28.32784436,30.92612376
6695,40,107176038,102135866,30.44603091,33.69004803
6696,42,115295136,113776710,33.70393391,36.37184233
6697,44,127791059,127441744,37.67554512,38.89231693
6698,45,145137446,142449552,42.63295579,41.95596076
6699,48,167654492,159435613,48.90481569,46.32262919
6700,53,196052099,180748177,56.00513955,52.01283509
6701,59,231416726,209555407,62.43890182,58.11208596
6702,66,273147201,246809342,66.40033449,63.18034678
6703,71,315946887,287804882,66.77658788,65.86528496
6704,73,349487520,321977666,63.677142,65.39526594
6705,71,362796328,337573889,58.18328061,61.82617081
6706,66,350805171,328405300,51.6680866,56.01246487
6707,58,318021077,297798614,45.30931972,49.35395265
6708,51,276614066,257121873,40.07956182,43.43799782
6709,46,240542674,220249482,36.89864105,39.64396493
6710,45,219499477,197454085,36.44657402,38.7052261
6711,46,215668083,191781863,38.63025313,40.3484014
6712,48,224418676,199365676,42.30473561,43.32714156
6713,51,238317713,213249802,45.76472889,46.04317655
6714,52,252103391,228326877,47.75109391,47.45291355
6715,51,265306276,243977940,48.14612146,47.60272522
6716,51,280649171,262540235,47.80982782,47.37759406
6717,52,299878400,285212137,47.77460912,47.69129156
6718,54,320814757,309111210,48.45505314,48.75839514
6719,55,337758571,327724245,49.36658109,49.92549385
6720,55,344143578,333873745,49.44640668,50.07671345
6721,53,335228832,322909805,47.78959041,48.32812844
6722,49,309828638,294613722,44.43305761,44.67110257
6723,43,271069845,253456583,40.67526156,40.22050083
6724,38,225945691,207349911,38.5387159,36.79480017
6725,35,183281721,165220229,39.56021064,35.92531024
6726,36,150605037,134143483,43.73367613,37.91842432
6727,38,131558666,117261714,49.41505773,41.68851863
6728,41,125444709,113555124,54.2325638,45.47358308
6729,44,128916681,119415633,56.30232716,47.82246342
6730,46,138324600,130820802,55.02234495,48.17327815
6731,47,151249592,144898426,51.20500765,46.8805038
6732,47,166800348,160427826,46.65683787,44.94661676
6733,48,184866751,177278944,43.35411921,43.60746129
6734,49,204761394,195085268,42.46127522,43.75701323
6735,51,224211651,212110002,43.71448471,45.41385094
6736,54,239772223,225438246,45.69069044,47.69092574
6737,57,248497649,232432317,46.87221954,49.43980028
6738,58,249412257,232117493,46.68351287,50.06685636
6739,59,243766943,225560529,45.65650048,49.78999006
6740,58,234556776,215624458,44.69711315,49.180633
6741,58,226208921,206803361,44.25495093,48.57818887
6742,56,224492558,205045023,44.18156309,48.01763887
6743,56,235860717,216815586,44.25015629,47.63839009
6744,56,265403909,246803572,44.6111984,47.95002523
6745,58,313562361,294668893,45.63757887,49.515361
6746,62,373455990,352789585,47.39384982,52.33209643
6747,67,431591993,407536811,49.37257182,55.56757353
6748,71,472999814,444673904,50.75389302,57.91519545
6749,71,488343155,456127970,50.87657376,58.24639379
6750,68,478545357,443845220,49.55906202,56.12225016
6751,62,453901974,418264799,47.22363369,52.01853986
6752,54,428187395,392417269,44.87385353,47.26204155
6753,47,411236056,375151968,43.81863431,43.60371875
6754,44,404266547,367261671,45.0895161,42.47095715
6755,44,400496037,362406506,48.85435224,44.29186586
6756,47,390322853,351863650,54.29596683,48.37933405
6757,52,367739034,330130239,60.08706542,53.45445707
6758,57,334350106,298419250,65.10419895,58.38482386
6759,62,298933895,264404915,68.88269588,62.60972516
6760,67,272620661,238195747,71.56324252,66.03954247
6761,71,262240356,226516241,73.44171894,68.62947724
6762,72,266279855,228876802,74.49683459,70.05142252
6763,72,276755846,238809023,74.30565175,69.78910122
6764,69,285660638,249307900,72.46786688,67.61235665
6765,65,290600041,257891936,69.19095194,64.02066948
6766,61,295146448,267154581,65.46173441,60.20768152
6767,58,304187642,280761880,62.5245407,57.44989766
6768,57,318391725,298482917,60.98862961,56.29355225
6769,57,332208130,314415159,60.2776134,56.1420392
6770,58,337284464,320324265,58.94957155,55.63449924
6771,57,329207006,312156837,55.7591952,53.64343476
6772,54,312133550,294470870,50.70927966,50.1920089
6773,52,296648294,278236984,45.26695078,46.56160855
6774,52,292046940,273155821,41.50073748,44.44289957
6775,53,299996712,281232900,40.730322,44.75997172
6776,56,315358222,297334944,42.73359403,47.11465894
6777,59,332602640,315387989,46.15625854,50.30626846
6778,62,350881194,333566068,49.71846747,53.42317919
6779,65,373090368,353850798,53.08204268,56.4722986
6780,69,400851656,377611884,56.65177323,60.00409788
6781,74,430787525,402214573,60.70307936,64.21182856
6782,79,455250767,421561270,64.78991654,68.42502835
6783,82,466378602,429474045,67.89583955,71.39240597
6784,82,460153529,422951741,69.02115627,71.983242
6785,79,437835891,403149124,67.68007592,69.72692925
6786,72,404298778,373873256,64.05623029,64.93515408
6787,64,364959053,339119606,58.86465025,58.50848705
6788,55,323836966,301742019,53.1015239,51.64725105
6789,48,283990666,264200571,47.83097375,45.60186525
6790,43,249072509,230155158,43.98969157,41.43251363
6791,41,223530351,204564944,42.10804823,39.69867391
6792,42,210633252,191477269,42.0606684,40.19884587
6793,45,210333690,191482601,43.17689896,42.06813679
6794,48,219335954,201395003,44.77699105,44.29740067
6795,50,232929292,216072150,46.65917439,46.23942713
6796,51,246160106,230037903,49.02177142,47.6344263
6797,49,253853464,238004672,51.93369659,48.28520308
6798,45,251789382,236070122,54.97242301,47.94513004
6799,40,240020007,224541940,57.39489671,46.61819837
6800,35,225111656,209721322,58.59416304,44.82165029
6801,32,217401663,201257591,58.40303498,43.35642396
6802,32,224225984,205950400,57.12179783,42.77502337
6803,35,244612397,222943896,55.4173612,43.12532888
6804,38,269496671,243976057,54.15617739,44.15869104
6805,41,286503388,257814517,54.08421926,45.60313289
6806,43,285933705,255815889,55.40966385,47.14910324
6807,43,265689678,236476919,57.61581323,48.3442596
6808,42,233486598,207367361,59.75724934,48.76328112
6809,40,204142360,182392504,61.01812054,48.33331875
6810,38,191606175,174215498,61.01470953,47.32986737
6811,36,200170958,186135282,59.64781624,45.94616753
6812,35,221650209,209738470,56.86106025,43.96773614
6813,33,241174687,230622566,52.70829684,41.0316152
6814,30,247102715,237772868,47.64895746,37.2475576
6815,27,237470630,229452069,42.64993849,33.51157586
6816,26,219027008,212045310,38.86541118,31.14448629
6817,28,200945679,194053745,37.06918554,31.09200759
6818,32,188315001,180128135,37.20390186,33.22811669
6819,37,179391694,168772677,38.35267249,36.22944636
6820,41,167810079,154581826,39.2378075,38.19810012
6821,40,148163719,133327091,39.00942354,37.75043586
6822,35,121117488,106333755,37.75793895,34.84961073
6823,28,93994742,80646107,36.27616782,30.72144571
6824,21,76081693,64596651,35.22656687,26.91959843
6825,16,72479632,62398819,34.46529596,24.34680558
6826,15,81443281,72057612,33.1608258,22.99334683
6827,16,96519667,87453803,30.61262513,22.41033214
6828,19,110724473,101989544,27.07626633,22.33856944
6829,24,119596970,111198787,23.94848682,22.97885765
6830,29,122216703,113814723,23.18797287,24.83431582
6831,33,120624577,111639902,26.34620621,28.35617882
6832,37,117973430,108100059,33.73229059,33.60956376
6833,40,116152112,105880528,44.06722672,40.04539679
6834,43,114688221,105457088,54.7461955,46.45632571
6835,45,112082435,105909578,62.67042636,51.26066832
6836,46,108077611,106767449,65.43012873,53.12822723
6837,46,104179429,108409628,62.34819092,51.62485542
6838,45,102163691,110905773,54.79470705,47.43166781
6839,42,103068474,113742183,45.54754709,42.03264317
6840,40,108031798,117425264,37.57611421,37.15140294
6841,39,118886028,124405338,32.8882655,34.18684825
6842,39,136187094,136802836,31.86636365,33.68599643
6843,40,156323899,152779111,33.25775542,35.00670491
6844,42,171866909,166103331,34.88443567,36.56636731
6845,42,176160521,170286680,34.88247144,36.79470423
6846,41,168088656,163425486,32.81537896,35.19488133
6847,38,152665152,149330624,29.89683287,32.66726523
6848,36,137802808,134918351,28.15208452,30.86600334
6849,36,130891386,127093369,29.12902111,31.14046845
6850,38,137008867,130877390,33.01965032,33.78217362
6851,41,157544146,147813640,38.67442897,37.93107944
6852,44,188626642,174299997,44.38233685,42.09371718
6853,45,221569909,202095123,48.83939974,44.96715062
6854,45,247205366,222730287,51.67678134,46.10737332
6855,43,261602865,233156164,53.29386628,46.03223343
6856,41,267727830,237129914,54.25787553,45.69740016
6857,41,270818886,240270297,54.80346795,45.73785201
6858,41,272006374,243518232,54.8264089,46.06795418
6859,42,267206602,242109569,54.31177099,46.15348598
6860,42,252888883,231550449,53.69652444,45.66681479
6861,40,232478427,214266677,53.68738165,44.86295421
6862,38,216088232,199621953,54.62063389,44.30714887
6863,37,213509442,197160062,55.98155893,44.26955721
6864,36,227404189,209811609,56.58651275,44.42536402
6865,37,252577919,232880913,55.32461118,44.14113429
6866,38,280514641,258263581,51.92683245,43.05787212
6867,39,304296642,279327711,47.29996928,41.49017032
6868,41,320709396,293206255,43.28101485,40.38886755
6869,44,329732353,300364778,41.91184027,40.90167128
6870,47,332753270,302642755,44.47580839,43.71658951
6871,51,330372071,300857943,50.69585842,48.48908973
6872,54,320898497,293285214,58.60874721,53.7662303
6873,55,301166792,276526917,65.41931802,57.6765493
6874,55,269828039,248767328,68.98978763,59.09352366
6875,53,230349884,212748878,68.99629454,58.41590444
6876,53,190415654,175379004,66.89848908,57.24202423
6877,55,157890118,144063605,64.77019211,57.1197152
6878,59,137070841,123157491,63.90853967,58.38514873
6879,62,128163246,113306563,64.19425743,60.01031644
6880,62,129112290,113006994,64.47445946,60.46033908
6881,60,137037076,119893236,63.45314305,58.72450404
6882,54,148324502,130823842,60.34390019,54.7057183
6883,47,158899495,142103057,55.00651442,48.93836391
6884,41,166029212,151128185,47.88897182,42.25639551
6885,35,170591597,158531304,40.07608873,35.8054753
6886,32,177111508,168240091,33.21342389,31.05389661
6887,32,190351119,184191152,28.95203865,29.29083249
6888,36,210869611,206035606,28.1524781,30.81204105
6889,42,233899653,228246159,30.53087336,34.61558382
6890,47,253235938,244352588,35.02874681,39.05285296
6891,49,266727975,252683323,40.47539056,42.91354264
6892,50,278062371,258027829,46.00048325,46.02489125
6893,51,293178883,267609597,51.13052475,49.00367982
6894,54,314762315,285138425,55.79465186,52.55557988
6895,59,339426941,307786442,60.24193992,56.87660453
6896,64,359269617,327744354,64.67133779,61.39734796
6897,67,366288339,336762068,68.70582805,64.91355971
6898,67,357032087,330984176,71.29422659,66.14121879
6899,64,334990681,313524137,71.38465325,64.52234042
6900,58,309014479,292990870,68.85245721,60.71461266
6901,53,288128967,278285816,64.73921787,56.2315041
6902,49,275974469,272869310,60.51228392,52.40877997
6903,47,269173233,272825865,57.07021006,49.57916608
6904,44,261309685,270633035,54.41363819,47.1915239
6905,41,249450225,261903793,52.11914539,44.68825111
6906,38,237441221,249418068,49.96679323,42.22088079
6907,36,232647801,240656821,48.09662742,40.50408268
6908,37,238761318,240813299,46.69497944,40.02081122
6909,39,251350271,247703493,45.67735759,40.4390064
6910,41,260677312,253469205,44.74316428,40.8509335
6911,41,259520766,251503816,43.7342068,40.59401083
6912,40,248786193,241933167,42.88688285,39.82819316
6913,39,235684474,230483920,42.65902929,39.30916056
6914,40,226529844,222272197,43.28671434,39.62989565
6915,41,221500002,217105900,44.56880005,40.72311468
6916,42,216328584,210945318,46.09926249,42.05301304
6917,43,208239351,201238914,47.56451968,43.11518754
6918,43,199056892,189746915,48.65997796,43.60620757
6919,42,192361203,179940361,48.82158795,43.21076037
6920,39,188754549,172675826,47.36473358,41.53570261
6921,36,184938117,165405245,44.08610204,38.47069963
6922,33,177158635,155403943,39.62859478,34.55141512
6923,29,164835026,143012016,35.0587614,30.76595163
6924,27,151039647,131716890,31.0262082,27.88127055
6925,27,140430445,125764379,27.3664593,25.93722668
6926,27,137089600,127933796,23.49426578,24.38476177
6927,28,143478656,138887559,19.12464524,22.70588703
6928,29,160027421,157516938,14.66593303,20.95432043
6929,30,184799422,181253526,11.07588586,19.80472118
6930,33,213628302,206313700,9.432132974,20.14592705
6931,37,241280628,228497272,10.53517407,22.57068423
6932,42,263149581,244458685,14.67101,27.0917364
6933,48,276352784,252544224,21.53709406,33.18709479
6934,54,280054090,252863032,30.35353355,40.08637234
6935,59,275865484,247321005,40.13841735,47.10875507
6936,63,268373166,239908697,49.95147608,53.81270279
6937,67,264247421,236086276,58.8911843,59.82383512
6938,69,268846186,240168453,65.95185438,64.52685734
6939,70,281947968,251818300,70.11979229,67.02966709
6940,69,296236521,264664248,70.83466156,66.57788712
6941,64,300729191,269088320,68.42082415,63.10921841
6942,56,287263289,257769281,64.01404026,57.45670965
6943,48,255249777,229899975,58.9936101,51.02397213
6944,40,211368507,191104282,54.37222662,45.1819154
6945,35,165485827,150031517,50.55327977,40.78393904
6946,32,126987844,115185616,47.52650689,38.05410506
6947,32,103982400,94103273,45.30416854,36.86274187
6948,33,103794215,93548057,44.30345549,37.18213266
6949,37,131548003,118018607,45.38911572,39.3568133
6950,42,186095287,166061165,49.40077,43.8492796
6951,49,256372842,227230813,56.27831096,50.47979743
6952,57,322484084,283484129,64.32955669,57.73901171
6953,61,362960495,316059366,70.41066972,62.98071572
6954,62,365011817,314653688,71.33844456,63.73623467
6955,58,331683449,283323567,65.7981139,59.3368228
6956,53,280857525,238846763,55.3139043,51.52020357
6957,47,235771663,201754111,43.4493401,43.43053707
6958,45,212578830,185299858,33.86956075,37.78967384
6959,46,212968776,189461022,28.70804285,35.62998202
6960,48,226178097,203450399,28.10927671,36.28871438
6961,49,237666388,213918724,30.76571073,38.27485908
6962,49,237705628,212646155,34.83242165,40.21546804
6963,48,224940442,199402165,38.74024556,41.38194571
6964,46,204541188,179853769,41.58224357,41.67679748
6965,43,183729007,161192566,42.93536868,41.21856168
6966,41,167900879,148474589,42.40972727,39.90062716
6967,39,159033300,143207896,39.50765682,37.33811503
6968,35,155932965,143740291,34.03420144,33.25020206
6969,32,155113830,146227948,26.65031844,27.89049247
6970,27,152110135,145950654,18.9760428,22.14519916
6971,23,143767564,139517483,13.08615842,17.28502892
6972,19,130740937,127314841,10.72963387,14.57770035
6973,18,117912445,114034845,12.70473734,14.89761055
6974,20,111620583,106112975,18.6334536,18.39874452
6975,24,115558845,107720110,27.17088372,24.38008129
6976,29,128329878,118169208,36.53284075,31.46592596
6977,34,143993540,132173928,45.09296567,38.04128229
6978,38,155050783,142589021,51.76175219,42.73387052
6979,38,156567498,144422217,56.03739044,44.79541845
6980,35,149513251,138183744,57.90209317,44.35171902
6981,31,140917218,130191212,57.78566153,42.44563272
6982,28,140012322,129017709,56.54777168,40.71017355
6983,30,152891466,140486567,55.24790584,40.67190375
6984,35,179767161,165066382,54.69053275,43.03199662
6985,44,216460139,199171846,55.06435548,47.38659629
6986,54,257782815,238187350,55.98849758,52.55670251
6987,63,299307989,277982036,56.94957158,57.28926968
6988,70,336458069,313996677,57.79332418,60.8773654
6989,74,362890793,339809600,58.85109803,63.29680829
6990,75,370893312,347719325,60.52376626,64.77443426
6991,74,354738262,332135996,62.64513473,65.1966163
6992,70,315232103,293948261,64.28530211,64.0037304
6993,63,261841680,242384464,64.33667571,60.77439242
6994,55,209643546,191914033,62.41740658,55.91454908
6995,47,172215592,155474294,59.21952791,50.66320257
6996,41,155378109,138673270,55.97456487,46.34223583
6997,38,156122943,138848343,53.60245955,43.57648057
6998,36,166313697,148457856,52.30628753,42.14389333
6999,35,177150884,159160629,51.74795249,41.37706079
7000,33,181674687,164176672,51.36836775,40.59972209
7001,32,175878991,159431737,50.54422129,39.33289406
7002,29,159606214,144472253,48.73296317,37.39187778
7003,27,136574421,122552914,45.81570209,34.98798577
7004,26,112534493,99023216,42.43942034,32.72377525
7005,26,92595197,78935536,39.92350029,31.37278874
7006,26,80037202,65908514,39.6568629,31.5848701
7007,28,77284984,62817503,42.45472113,33.76664267
7008,31,87023822,72545941,48.34493419,38.14156164
7009,37,111128680,96805461,56.71002449,44.7071592
7010,44,147810683,133488348,66.38062969,52.92794484
7011,53,190268995,175542658,75.60179819,61.46026594
7012,61,229551902,213796104,82.26164439,68.40600253
7013,67,260036196,242292761,84.64701471,72.16447716
7014,69,282303573,261362192,82.34195747,72.28632176
7015,69,300037992,275105739,76.49779902,69.58083457
7016,68,313805043,285523383,69.10708684,65.33916909
7017,65,318236514,289122111,61.78094429,60.34939735
7018,59,305735773,279343755,55.01570617,54.58630708
7019,52,273257575,252459528,48.49832677,47.80645998
7020,42,226141543,211752510,42.00175401,40.36943222
7021,34,176089541,166782146,35.89408289,33.37976351
7022,28,135091045,128462620,30.82620642,27.99139416
7023,24,109545969,103426731,27.12295334,24.63110825
7024,23,98282769,91454337,24.63364402,22.936263
7025,23,95553491,87659408,23.12492542,22.36520908
7026,25,96744487,87707618,22.65143874,22.74758778
7027,27,102367263,91821622,23.44895323,24.22521166
7028,30,116841173,104010580,25.49099096,26.74685005
7029,34,142771367,126950550,28.21026988,29.705618
7030,36,175770955,157118119,30.68207819,32.09569707
7031,37,205032973,185020087,32.08845427,33.04009008
7032,35,219936070,200929742,32.05800507,32.24740396
7033,32,217406777,201512557,30.69692258,30.10911822
7034,29,203968750,191912695,28.45336896,27.48577024
7035,27,190995188,181816782,25.99746645,25.38490631
7036,27,187164438,178854251,24.12171356,24.6648424
7037,30,193797803,184340387,23.59390331,25.81389074
7038,35,205834210,193971050,24.96315005,28.83737144
7039,41,216673985,202084006,28.34268858,33.25459945
7040,47,222765056,205829003,33.21000283,38.18339344
7041,51,225021239,206495639,38.41084637,42.54978699
7042,53,227134771,207901816,42.58941064,45.4702045
7043,53,232647128,213513837,44.88868479,46.63532812
7044,52,242398376,223906524,45.34645399,46.33281554
7045,50,253324393,235624618,44.64996362,45.03163145
7046,46,259619070,242457637,43.63672543,43.01750979
7047,42,256618383,239375458,43.13754196,40.59415861
7048,37,245285716,226987014,44.11719236,38.61724763
7049,33,233321535,212700564,47.52039082,38.53718871
7050,33,230947319,206747269,53.60933556,41.5706468
7051,38,244083502,215618398,61.37318803,47.63967231
7052,47,270087848,237746836,68.72535053,55.09531165
7053,55,299114012,264387109,73.51457078,61.5658517
7054,62,319932991,284855192,74.65533592,65.29766553
7055,66,326213830,292583474,72.61544369,66.01177471
7056,67,319219267,288097923,69.02119276,64.7639546
7057,66,305415552,277142659,65.71085732,63.04792977
7058,66,291243729,265779784,63.77935679,61.81364663
7059,65,279430136,256633161,63.06614001,60.99651188
7060,63,269393465,248984956,62.36308157,59.76658827
7061,60,260094610,241436020,60.31415734,57.26745284
7062,55,251715889,233736540,56.47696463,53.32167618
7063,50,244792990,226254794,51.73174804,48.61559745
7064,45,238546231,218495291,47.67098387,44.26701265
7065,41,230545062,208669913,45.49795614,41.14662221
7066,37,218103736,194855331,45.36178928,39.48133185
7067,35,200425742,176893590,46.54758145,38.99076253
7068,34,180118618,157685724,48.1567955,39.34801866
7069,35,162821698,142683798,49.6525702,40.50533354
7070,38,154513904,137287021,50.94280726,42.57687779
7071,43,157642927,143301662,52.0461093,45.36997774
7072,48,168580424,156750322,52.61024594,47.98846721
7073,51,178830604,169171528,51.72053365,48.9766572
7074,50,180282785,172620596,48.39340188,47.14239356
7075,47,171427370,165506890,42.59309469,42.59478424
7076,42,159696803,154745179,35.88278948,37.12582264
7077,39,157614392,152027098,30.87841486,33.42568074
7078,41,175592880,166934187,29.74014703,33.60402099
7079,47,216577663,201974615,32.88881227,38.09191815
7080,57,274878089,251894375,38.88581627,45.56175588
7081,67,337825692,305725462,45.35951669,53.63561122
7082,75,389029591,349804515,50.1836756,59.82625522
7083,79,413768735,371969126,52.22214795,62.36458663
7084,76,405573777,366592602,51.40148546,60.70456181
7085,68,369738985,337453328,48.29749199,55.51726146
7086,57,320316501,295637706,43.69452907,48.23766464
7087,46,272551062,253751226,38.47190513,40.53331417
7088,37,236357004,220707115,33.69925636,33.96324125
7089,31,214415098,199887549,30.53279336,29.73968057
7090,29,204106581,190122409,29.79450038,28.44754497
7091,31,200611995,187640685,31.57183607,29.84796084
7092,34,199442610,188034814,35.1768128,33.00523246
7093,37,197907672,187988754,39.44295263,36.73851839
7094,41,195356517,186219511,43.14507638,40.12392871
7095,44,192235316,183008650,45.39971026,42.74824755
7096,47,188640846,178675756,45.95090594,44.61773631
7097,51,183500555,172384708,45.21826281,45.87784436
7098,54,175029759,162427995,44.05410171,46.59834502
7099,55,162111796,147807711,43.29556987,46.72142546
7100,53,145697822,129901652,43.28542337,46.06653956
7101,49,129412414,112975789,43.61944463,44.34744436
7102,43,118785149,102923052,43.41205003,41.36395396
7103,36,119028742,104595453,42.08744169,37.43496199
7104,30,132434098,119282425,40.14585379,33.72355271
7105,27,157208382,144163560,39.13547618,31.94589793
7106,29,188407575,173916171,40.64171588,33.42085214
7107,35,219610383,202641296,45.04812007,38.10048282
7108,42,244058988,224700619,51.13966798,44.39055897
7109,48,255942609,235372909,56.88448287,49.97842087
7110,50,252723195,232644624,60.66504011,53.05938291
7111,49,237075763,219031477,61.96109563,53.09157979
7112,45,215990220,200952638,61.2010872,50.72392347
7113,39,197054777,185346674,59.24351883,47.21001391
7114,35,184771588,176128834,56.96124343,43.79611863
7115,31,179439258,173103300,55.01472765,41.33234422
7116,30,178605040,173517632,53.75346101,40.14160306
7117,30,179386944,174512222,53.24758067,40.10582758
7118,32,180113150,174695445,53.40546113,40.87240603
7119,34,180735710,174265652,54.06393507,42.06597181
7120,36,182382718,174300302,55.03765161,43.45444236
7121,38,186708950,176134063,56.19391558,45.03965629
7122,41,195217410,180966230,57.49544864,46.98273614
7123,44,208270453,189136816,58.88912377,49.33729195
7124,48,224178820,199242155,60.13821557,51.80813297
7125,52,239678496,208471244,60.85943726,53.83342489
7126,54,252155503,214786780,60.77119716,54.95840768
7127,56,261708155,219129489,59.8270831,55.10254275
7128,56,270861186,225142915,58.0724591,54.4576081
7129,56,282213744,236327815,55.52055296,53.23347283
7130,56,296064936,252907564,52.32975553,51.58974679
7131,55,309211207,270432621,49.0175903,49.70223353
7132,54,315194635,280840154,46.25601729,47.69375596
7133,51,306816577,276100717,44.37105955,45.49116488
7134,47,280945726,253376205,43.16039124,42.93768476
7135,42,242412136,218244772,42.24517321,40.1298809
7136,37,202640934,182453526,41.471594,37.50998175
7137,33,173079012,157054094,40.90334874,35.51320996
7138,31,158947005,146465868,40.56441752,34.20283931
7139,29,158456604,148138229,40.36271653,33.36612206
7140,28,166737513,156772523,40.28452318,32.93147911
7141,29,179513126,168165568,40.57471618,33.16272012
7142,30,193539646,179705889,41.65181194,34.38370392
7143,32,205588890,189186072,43.82222705,36.56070421
7144,35,213106966,195024870,47.07391868,39.23712079
7145,36,216457388,198029782,51.1062812,41.90717835
7146,37,219603402,201899321,55.45652724,44.40792345
7147,38,227343169,210723159,59.5350593,46.89699552
7148,41,241156433,225334225,62.64753114,49.47751117
7149,44,257505316,241974928,64.20109592,51.92013273
7150,48,270140938,254586333,64.01333786,53.76420002
7151,52,274329211,258714694,62.3791548,54.62239772
7152,54,269567314,253930676,59.75851172,54.34306235
7153,54,259126043,243362022,56.40037383,52.93916323
7154,53,247478312,231345956,52.31264806,50.48304442
7155,51,237891018,221172404,47.58576326,47.14278521
7156,48,231717759,214243948,42.68607694,43.31022225
